date,description,amount,type
2024-02-22,Gas & Electric,146.63,expense
2024-02-23,Disney+,7.99,expense
2024-02-23,Uber Eats,22.39,expense
2024-02-23,Pub / Bar,30.63,expense
2024-02-23,Spotify,10.99,expense
2024-02-23,Dentist,55.82,expense
2024-02-23,Optician,56.33,expense
2024-02-23,Rent Payment,957.86,expense
2024-02-23,Costa Coffee,7.74,expense
2024-02-23,Currys,232.25,expense
2024-02-23,National Rail,105.09,expense
2024-02-23,Aldi,37.74,expense
2024-02-23,Disney+,7.99,expense
2024-02-23,Pub / Bar,24.96,expense
2024-02-23,Tesco,108.95,expense
2024-02-23,Pret A Manger,11.20,expense
2024-02-24,Superdrug,15.77,expense
2024-02-24,Pizza Express,28.01,expense
2024-02-24,O2 Mobile,27.84,expense
2024-02-24,Boots,14.32,expense
2024-02-24,Dividend Payment,90.84,income
2024-02-24,Wagamama,30.85,expense
2024-02-24,Wagamama,31.03,expense
2024-02-24,Disney+,7.99,expense
2024-02-24,Gym Membership,43.03,expense
2024-02-24,M&S Food,68.84,expense
2024-02-24,YouTube Premium,12.99,expense
2024-02-24,Pub / Bar,45.31,expense
2024-02-24,Dentist,54.53,expense
2024-02-25,Just Eat,19.09,expense
2024-02-25,Greggs,4.32,expense
2024-02-25,Dentist,69.17,expense
2024-02-25,Mortgage Payment,912.85,expense
2024-02-25,Disney+,7.99,expense
2024-02-25,eBay Purchase,79.91,expense
2024-02-25,BP Fuel,72.10,expense
2024-02-25,Optician,56.01,expense
2024-02-25,Nandos,15.94,expense
2024-02-25,Greggs,6.49,expense
2024-02-25,Greggs,6.13,expense
2024-02-25,Optician,47.12,expense
2024-02-25,TfL Travel,11.15,expense
2024-02-25,Mortgage Payment,1316.00,expense
2024-02-25,Currys,104.71,expense
2024-02-25,John Lewis,38.79,expense
2024-02-25,Car Insurance,55.34,expense
2024-02-26,Premier Inn,75.48,expense
2024-02-26,eBay Purchase,42.24,expense
2024-02-26,Rent Payment,816.07,expense
2024-02-26,Premier Inn,105.51,expense
2024-02-26,Disney+,7.99,expense
2024-02-26,Deliveroo,21.35,expense
2024-02-26,ASOS,47.69,expense
2024-02-26,Pret A Manger,11.19,expense
2024-02-26,Amazon,16.35,expense
2024-02-26,Rent Payment,1328.53,expense
2024-02-26,ASOS,69.45,expense
2024-02-27,Aldi,66.35,expense
2024-02-27,Currys,232.42,expense
2024-02-27,Amazon,50.66,expense
2024-02-27,Rent Payment,919.97,expense
2024-02-27,Shell Fuel,51.73,expense
2024-02-27,O2 Mobile,28.72,expense
2024-02-27,Esso Fuel,34.01,expense
2024-02-27,Disney+,7.99,expense
2024-02-27,Netflix,10.99,expense
2024-02-27,Wagamama,19.81,expense
2024-02-27,Greggs,2.04,expense
2024-02-27,Argos,51.63,expense
2024-02-27,Currys,188.10,expense
2024-02-28,M&S Food,78.85,expense
2024-02-28,Ryanair,181.97,expense
2024-02-28,Tesco,33.04,expense
2024-02-28,Amazon,113.06,expense
2024-02-28,Uber,18.13,expense
2024-02-28,Water Bill,47.35,expense
2024-02-28,McDonalds,5.48,expense
2024-02-28,Cinema,14.32,expense
2024-02-28,Apple iCloud,2.99,expense
2024-02-28,McDonalds,11.17,expense
2024-02-28,Premier Inn,112.42,expense
2024-02-28,eBay Purchase,10.15,expense
2024-02-28,O2 Mobile,30.58,expense
2024-02-29,Premier Inn,106.48,expense
2024-02-29,Water Bill,40.59,expense
2024-02-29,Mortgage Payment,1259.35,expense
2024-02-29,Cashback,3.28,income
2024-02-29,Lidl,69.97,expense
2024-02-29,eBay Purchase,38.85,expense
2024-02-29,KFC,11.35,expense
2024-02-29,TfL Travel,4.90,expense
2024-02-29,National Rail,91.76,expense
2024-02-29,O2 Mobile,29.55,expense
2024-02-29,Cinema,17.97,expense
2024-02-29,Pizza Express,23.53,expense
2024-03-01,Tesco,118.46,expense
2024-03-01,Uber Eats,30.37,expense
2024-03-01,Gym Membership,46.34,expense
2024-03-01,Boots,18.01,expense
2024-03-01,ASOS,68.71,expense
2024-03-01,Car Insurance,44.52,expense
2024-03-01,Just Eat,21.22,expense
2024-03-01,Shell Fuel,71.95,expense
2024-03-01,McDonalds,12.75,expense
2024-03-01,KFC,5.84,expense
2024-03-01,Deliveroo,31.55,expense
2024-03-01,Cashback,3.43,income
2024-03-01,Mortgage Payment,733.04,expense
2024-03-01,Superdrug,24.93,expense
2024-03-02,Home Insurance,25.99,expense
2024-03-02,eBay Purchase,60.72,expense
2024-03-02,Disney+,7.99,expense
2024-03-02,Spotify,10.99,expense
2024-03-02,Greggs,5.56,expense
2024-03-02,BP Fuel,66.35,expense
2024-03-02,Gas & Electric,115.59,expense
2024-03-02,Aldi,52.29,expense
2024-03-02,Cinema,14.30,expense
2024-03-02,O2 Mobile,29.34,expense
2024-03-02,Esso Fuel,78.95,expense
2024-03-02,Council Tax,168.16,expense
2024-03-02,Ryanair,99.00,expense
2024-03-03,Tesco,84.86,expense
2024-03-03,Shell Fuel,69.28,expense
2024-03-03,Lidl,50.33,expense
2024-03-03,Dentist,67.42,expense
2024-03-03,Gas & Electric,118.17,expense
2024-03-03,Spotify,10.99,expense
2024-03-03,Bank Interest,7.51,income
2024-03-03,YouTube Premium,12.99,expense
2024-03-03,Nandos,24.93,expense
2024-03-04,Pub / Bar,45.97,expense
2024-03-04,Amazon,44.78,expense
2024-03-04,Gym Membership,49.36,expense
2024-03-04,John Lewis,298.87,expense
2024-03-04,Waitrose,149.88,expense
2024-03-04,Bank Interest,27.18,income
2024-03-04,BP Fuel,62.00,expense
2024-03-04,TfL Travel,8.99,expense
2024-03-04,Nandos,21.39,expense
2024-03-04,Dividend Payment,14.12,income
2024-03-04,Currys,475.98,expense
2024-03-04,Ryanair,161.52,expense
2024-03-05,Pub / Bar,44.88,expense
2024-03-05,ASOS,15.80,expense
2024-03-05,Greggs,5.79,expense
2024-03-05,Costa Coffee,6.98,expense
2024-03-05,John Lewis,64.90,expense
2024-03-05,Home Insurance,29.84,expense
2024-03-05,Tesco,77.54,expense
2024-03-05,Currys,42.77,expense
2024-03-05,Just Eat,17.91,expense
2024-03-05,John Lewis,176.55,expense
2024-03-05,Aldi,23.29,expense
2024-03-05,Rent Payment,907.21,expense
2024-03-05,Esso Fuel,56.01,expense
2024-03-05,Trainline,78.36,expense
2024-03-05,Uber,12.65,expense
2024-03-06,TfL Travel,14.95,expense
2024-03-06,John Lewis,171.93,expense
2024-03-06,Optician,88.36,expense
2024-03-06,Boots,26.96,expense
2024-03-06,Just Eat,18.25,expense
2024-03-06,BP Fuel,73.30,expense
2024-03-06,Car Insurance,54.24,expense
2024-03-06,Pret A Manger,8.66,expense
2024-03-06,Uber,12.92,expense
2024-03-06,ASOS,53.92,expense
2024-03-06,Freelance Payment,995.25,income
2024-03-06,Home Insurance,25.73,expense
2024-03-06,Shell Fuel,60.41,expense
2024-03-06,John Lewis,23.68,expense
2024-03-06,Currys,196.33,expense
2024-03-06,John Lewis,101.99,expense
2024-03-06,Bank Interest,2.45,income
2024-03-06,Just Eat,10.45,expense
2024-03-06,Netflix,10.99,expense
2024-03-06,Pub / Bar,21.28,expense
2024-03-06,Disney+,7.99,expense
2024-03-06,Water Bill,39.29,expense
2024-03-07,Waitrose,114.44,expense
2024-03-07,National Rail,64.34,expense
2024-03-07,eBay Purchase,95.00,expense
2024-03-07,TfL Travel,8.32,expense
2024-03-07,eBay Purchase,23.02,expense
2024-03-07,Just Eat,15.20,expense
2024-03-07,Amazon,116.95,expense
2024-03-07,Superdrug,12.66,expense
2024-03-07,Pret A Manger,9.90,expense
2024-03-07,KFC,7.10,expense
2024-03-07,Wagamama,24.61,expense
2024-03-07,Pizza Express,26.84,expense
2024-03-07,Council Tax,179.83,expense
2024-03-07,EE Mobile,41.74,expense
2024-03-07,Uber Eats,22.79,expense
2024-03-07,Apple iCloud,2.99,expense
2024-03-08,BT Broadband,39.03,expense
2024-03-08,Superdrug,19.63,expense
2024-03-08,Esso Fuel,41.32,expense
2024-03-08,Water Bill,39.29,expense
2024-03-08,Car Insurance,56.79,expense
2024-03-08,Home Insurance,31.55,expense
2024-03-08,Dividend Payment,141.13,income
2024-03-08,Spotify,10.99,expense
2024-03-08,Water Bill,41.93,expense
2024-03-08,Dentist,73.83,expense
2024-03-08,Aldi,60.36,expense
2024-03-08,Uber Eats,21.19,expense
2024-03-08,Lidl,42.68,expense
2024-03-08,Trainline,67.17,expense
2024-03-09,National Rail,56.63,expense
2024-03-09,Aldi,41.25,expense
2024-03-09,Gym Membership,37.95,expense
2024-03-09,Currys,303.10,expense
2024-03-09,Pizza Express,26.08,expense
2024-03-09,Netflix,10.99,expense
2024-03-09,eBay Purchase,88.58,expense
2024-03-09,eBay Purchase,74.90,expense
2024-03-09,Apple iCloud,2.99,expense
2024-03-09,Pharmacy,23.76,expense
2024-03-09,BP Fuel,75.71,expense
2024-03-09,Argos,19.41,expense
2024-03-09,Trainline,73.59,expense
2024-03-09,Mortgage Payment,829.48,expense
2024-03-09,Apple iCloud,2.99,expense
2024-03-09,Costa Coffee,5.91,expense
2024-03-10,Uber Eats,21.25,expense
2024-03-10,Tesco,37.97,expense
2024-03-10,Salary,3313.16,income
2024-03-10,TfL Travel,13.86,expense
2024-03-10,Side Hustle,379.79,income
2024-03-10,Rent Payment,1297.98,expense
2024-03-10,Costa Coffee,5.61,expense
2024-03-10,Pizza Express,29.31,expense
2024-03-10,Starbucks,7.35,expense
2024-03-10,Optician,107.65,expense
2024-03-10,Just Eat,26.87,expense
2024-03-10,Just Eat,21.44,expense
2024-03-11,Premier Inn,110.33,expense
2024-03-11,Currys,163.94,expense
2024-03-11,National Rail,24.03,expense
2024-03-11,Water Bill,30.63,expense
2024-03-11,Netflix,10.99,expense
2024-03-11,Amazon,26.52,expense
2024-03-11,ASOS,75.35,expense
2024-03-11,Freelance Payment,1335.19,income
2024-03-11,Spotify,10.99,expense
2024-03-11,Currys,289.70,expense
2024-03-11,Shell Fuel,81.27,expense
2024-03-11,Premier Inn,78.85,expense
2024-03-11,Deliveroo,32.92,expense
2024-03-11,Currys,292.57,expense
2024-03-11,Uber Eats,25.17,expense
2024-03-11,Tesco,27.13,expense
2024-03-11,Superdrug,12.27,expense
2024-03-11,M&S Food,15.85,expense
2024-03-12,ASOS,46.58,expense
2024-03-12,Pizza Express,38.31,expense
2024-03-12,Tesco,55.36,expense
2024-03-12,Pub / Bar,29.03,expense
2024-03-12,Netflix,10.99,expense
2024-03-12,EE Mobile,30.93,expense
2024-03-12,Pub / Bar,42.54,expense
2024-03-12,John Lewis,89.02,expense
2024-03-12,National Rail,44.65,expense
2024-03-12,Disney+,7.99,expense
2024-03-12,Salary,2052.87,income
2024-03-13,John Lewis,171.36,expense
2024-03-13,EE Mobile,36.91,expense
2024-03-13,BP Fuel,73.86,expense
2024-03-13,Esso Fuel,37.02,expense
2024-03-13,Dentist,74.63,expense
2024-03-13,Pret A Manger,11.00,expense
2024-03-13,Spotify,10.99,expense
2024-03-13,Apple iCloud,2.99,expense
2024-03-13,Freelance Payment,613.80,income
2024-03-14,Apple iCloud,2.99,expense
2024-03-14,Freelance Payment,835.56,income
2024-03-14,Council Tax,195.46,expense
2024-03-14,eBay Purchase,26.46,expense
2024-03-14,Dentist,21.16,expense
2024-03-14,Optician,79.00,expense
2024-03-15,Dentist,55.26,expense
2024-03-15,Currys,204.82,expense
2024-03-15,Shell Fuel,71.35,expense
2024-03-15,Costa Coffee,5.17,expense
2024-03-15,Pret A Manger,9.50,expense
2024-03-15,EE Mobile,43.86,expense
2024-03-15,eBay Purchase,62.36,expense
2024-03-15,YouTube Premium,12.99,expense
2024-03-15,TfL Travel,2.51,expense
2024-03-15,Bank Interest,3.97,income
2024-03-15,Starbucks,5.51,expense
2024-03-15,McDonalds,10.78,expense
2024-03-15,Dividend Payment,164.73,income
2024-03-16,Argos,148.27,expense
2024-03-16,Mortgage Payment,1044.10,expense
2024-03-16,Optician,153.18,expense
2024-03-16,Deliveroo,14.60,expense
2024-03-16,Netflix,10.99,expense
2024-03-16,Superdrug,9.83,expense
2024-03-16,Uber,9.32,expense
2024-03-16,Boots,29.62,expense
2024-03-16,Pizza Express,40.58,expense
2024-03-17,Spotify,10.99,expense
2024-03-17,Ryanair,38.25,expense
2024-03-17,Pret A Manger,10.46,expense
2024-03-17,Costa Coffee,7.52,expense
2024-03-17,Pizza Express,24.93,expense
2024-03-17,Lidl,21.17,expense
2024-03-17,Currys,65.30,expense
2024-03-17,Sainsburys,59.73,expense
2024-03-17,Ryanair,115.99,expense
2024-03-17,Superdrug,10.18,expense
2024-03-17,Uber Eats,27.02,expense
2024-03-17,Uber,15.59,expense
2024-03-17,ASOS,21.26,expense
2024-03-17,BT Broadband,39.91,expense
2024-03-18,Uber Eats,35.97,expense
2024-03-18,Optician,134.89,expense
2024-03-18,Optician,132.43,expense
2024-03-18,EE Mobile,33.21,expense
2024-03-18,Salary,3841.26,income
2024-03-18,National Rail,22.24,expense
2024-03-18,Esso Fuel,56.76,expense
2024-03-18,eBay Purchase,60.04,expense
2024-03-18,Costa Coffee,5.41,expense
2024-03-18,Wagamama,17.89,expense
2024-03-18,Water Bill,45.33,expense
2024-03-18,Ryanair,58.29,expense
2024-03-18,Ryanair,118.96,expense
2024-03-18,Dentist,64.78,expense
2024-03-18,Nandos,17.08,expense
2024-03-18,Sainsburys,90.72,expense
2024-03-19,O2 Mobile,30.50,expense
2024-03-19,Shell Fuel,76.04,expense
2024-03-19,Sainsburys,130.45,expense
2024-03-19,National Rail,68.42,expense
2024-03-19,Aldi,20.27,expense
2024-03-19,Gas & Electric,109.89,expense
2024-03-19,Pizza Express,24.62,expense
2024-03-19,Costa Coffee,3.65,expense
2024-03-19,TfL Travel,2.93,expense
2024-03-19,eBay Purchase,48.63,expense
2024-03-19,Costa Coffee,6.99,expense
2024-03-19,McDonalds,13.06,expense
2024-03-19,Pub / Bar,40.57,expense
2024-03-19,Wagamama,25.95,expense
2024-03-20,Shell Fuel,53.59,expense
2024-03-20,Starbucks,4.31,expense
2024-03-20,Starbucks,6.51,expense
2024-03-20,Netflix,10.99,expense
2024-03-20,Pret A Manger,8.50,expense
2024-03-20,Premier Inn,73.96,expense
2024-03-20,Cashback,2.45,income
2024-03-20,Optician,169.42,expense
2024-03-20,Wagamama,30.45,expense
2024-03-20,Premier Inn,65.10,expense
2024-03-20,BT Broadband,42.57,expense
2024-03-21,Gas & Electric,177.92,expense
2024-03-21,eBay Purchase,75.34,expense
2024-03-21,Cinema,11.80,expense
2024-03-21,Just Eat,24.29,expense
2024-03-21,Ryanair,113.75,expense
2024-03-21,O2 Mobile,29.47,expense
2024-03-21,KFC,10.65,expense
2024-03-21,KFC,12.27,expense
2024-03-21,Optician,184.22,expense
2024-03-21,John Lewis,80.09,expense
2024-03-21,Uber,12.80,expense
2024-03-21,Netflix,10.99,expense
2024-03-21,Premier Inn,109.93,expense
2024-03-21,eBay Purchase,36.37,expense
2024-03-21,Boots,39.14,expense
2024-03-21,EE Mobile,32.10,expense
2024-03-21,Currys,425.37,expense
2024-03-22,KFC,8.13,expense
2024-03-22,Trainline,18.95,expense
2024-03-22,Tesco,40.69,expense
2024-03-22,Uber,20.13,expense
2024-03-22,John Lewis,285.50,expense
2024-03-22,Cinema,14.40,expense
2024-03-22,Water Bill,31.98,expense
2024-03-22,Dividend Payment,104.87,income
2024-03-22,Pret A Manger,7.15,expense
2024-03-22,Uber,8.34,expense
2024-03-22,Trainline,28.04,expense
2024-03-22,Water Bill,35.27,expense
2024-03-22,Sainsburys,41.48,expense
2024-03-23,Just Eat,23.49,expense
2024-03-23,Greggs,2.28,expense
2024-03-23,Car Insurance,48.18,expense
2024-03-23,Superdrug,4.32,expense
2024-03-23,Optician,127.22,expense
2024-03-23,Pub / Bar,35.70,expense
2024-03-23,Lidl,51.22,expense
2024-03-23,ASOS,31.21,expense
2024-03-24,O2 Mobile,35.56,expense
2024-03-24,Just Eat,26.53,expense
2024-03-24,Apple iCloud,2.99,expense
2024-03-24,BT Broadband,44.83,expense
2024-03-24,Apple iCloud,2.99,expense
2024-03-24,Mortgage Payment,1365.97,expense
2024-03-24,Council Tax,180.13,expense
2024-03-24,YouTube Premium,12.99,expense
2024-03-24,Amazon,69.94,expense
2024-03-24,Council Tax,193.17,expense
2024-03-24,KFC,7.72,expense
2024-03-24,McDonalds,6.28,expense
2024-03-24,Rent Payment,818.78,expense
2024-03-24,Cashback,12.85,income
2024-03-24,Dividend Payment,42.71,income
2024-03-24,Nandos,19.44,expense
2024-03-24,Ryanair,154.08,expense
2024-03-24,Amazon,74.32,expense
2024-03-24,Costa Coffee,4.67,expense
2024-03-24,Argos,74.28,expense
2024-03-24,Optician,52.67,expense
2024-03-24,ASOS,31.36,expense
2024-03-25,Netflix,10.99,expense
2024-03-25,BT Broadband,40.13,expense
2024-03-25,Car Insurance,42.03,expense
2024-03-25,BT Broadband,36.83,expense
2024-03-25,Home Insurance,25.08,expense
2024-03-25,Uber,8.00,expense
2024-03-25,Nandos,21.18,expense
2024-03-25,YouTube Premium,12.99,expense
2024-03-25,EE Mobile,43.82,expense
2024-03-25,Home Insurance,31.82,expense
2024-03-25,Uber Eats,26.17,expense
2024-03-25,Shell Fuel,83.15,expense
2024-03-25,Gym Membership,32.60,expense
2024-03-25,BP Fuel,45.99,expense
2024-03-26,Uber,11.42,expense
2024-03-26,eBay Purchase,87.12,expense
2024-03-26,eBay Purchase,60.73,expense
2024-03-26,McDonalds,7.08,expense
2024-03-26,Pub / Bar,29.79,expense
2024-03-26,EE Mobile,31.40,expense
2024-03-26,Uber,24.75,expense
2024-03-26,TfL Travel,3.74,expense
2024-03-26,Trainline,22.41,expense
2024-03-26,Water Bill,35.85,expense
2024-03-26,Car Insurance,51.69,expense
2024-03-27,BT Broadband,36.34,expense
2024-03-27,TfL Travel,14.14,expense
2024-03-27,Spotify,10.99,expense
2024-03-27,O2 Mobile,30.27,expense
2024-03-27,Side Hustle,324.39,income
2024-03-27,ASOS,71.00,expense
2024-03-27,eBay Purchase,42.89,expense
2024-03-27,Optician,94.68,expense
2024-03-27,Esso Fuel,64.50,expense
2024-03-27,Aldi,54.82,expense
2024-03-27,Premier Inn,95.72,expense
2024-03-27,Salary,4125.38,income
2024-03-27,Argos,70.36,expense
2024-03-27,M&S Food,88.28,expense
2024-03-27,Dentist,61.80,expense
2024-03-27,Boots,12.81,expense
2024-03-27,Pharmacy,16.41,expense
2024-03-28,Costa Coffee,6.72,expense
2024-03-28,Currys,61.81,expense
2024-03-28,Car Insurance,42.83,expense
2024-03-28,Apple iCloud,2.99,expense
2024-03-28,Lidl,23.07,expense
2024-03-28,Netflix,10.99,expense
2024-03-28,Trainline,44.98,expense
2024-03-28,Uber Eats,28.54,expense
2024-03-28,Disney+,7.99,expense
2024-03-28,Shell Fuel,66.12,expense
2024-03-28,Currys,145.62,expense
2024-03-28,Mortgage Payment,842.19,expense
2024-03-28,Argos,145.78,expense
2024-03-28,KFC,13.01,expense
2024-03-28,Refund,93.41,income
2024-03-28,Disney+,7.99,expense
2024-03-28,Currys,45.58,expense
2024-03-28,John Lewis,95.55,expense
2024-03-28,Uber Eats,15.25,expense
2024-03-29,YouTube Premium,12.99,expense
2024-03-29,Pret A Manger,6.21,expense
2024-03-29,Greggs,6.98,expense
2024-03-29,Pret A Manger,7.33,expense
2024-03-29,Car Insurance,45.35,expense
2024-03-29,Starbucks,6.65,expense
2024-03-29,Rent Payment,1135.22,expense
2024-03-29,Currys,271.22,expense
2024-03-30,Just Eat,29.73,expense
2024-03-30,Starbucks,7.88,expense
2024-03-30,Ryanair,136.27,expense
2024-03-30,Freelance Payment,1232.48,income
2024-03-30,Refund,99.40,income
2024-03-30,Rent Payment,1223.34,expense
2024-03-30,Council Tax,165.69,expense
2024-03-30,Costa Coffee,3.45,expense
2024-03-30,Bank Interest,6.14,income
2024-03-30,Aldi,42.87,expense
2024-03-30,Cinema,15.18,expense
2024-03-30,Shell Fuel,87.88,expense
2024-03-30,KFC,10.11,expense
2024-03-30,Tesco,72.70,expense
2024-03-30,Shell Fuel,54.52,expense
2024-03-30,YouTube Premium,12.99,expense
2024-03-30,Starbucks,6.58,expense
2024-03-31,ASOS,22.53,expense
2024-03-31,Ryanair,138.65,expense
2024-03-31,Apple iCloud,2.99,expense
2024-03-31,Dividend Payment,183.74,income
2024-03-31,Just Eat,24.47,expense
2024-03-31,TfL Travel,14.48,expense
2024-03-31,Apple iCloud,2.99,expense
2024-03-31,Gas & Electric,198.49,expense
2024-03-31,Dentist,35.50,expense
2024-03-31,Bank Interest,20.75,income
2024-03-31,Wagamama,24.09,expense
2024-03-31,Netflix,10.99,expense
2024-03-31,Costa Coffee,7.47,expense
2024-03-31,EE Mobile,33.67,expense
2024-03-31,Council Tax,165.06,expense
2024-03-31,Spotify,10.99,expense
2024-03-31,John Lewis,210.54,expense
2024-04-01,Wagamama,33.01,expense
2024-04-01,Deliveroo,25.21,expense
2024-04-01,Currys,223.74,expense
2024-04-01,Superdrug,22.51,expense
2024-04-01,Uber,17.73,expense
2024-04-01,TfL Travel,9.03,expense
2024-04-01,National Rail,114.53,expense
2024-04-01,Pizza Express,31.57,expense
2024-04-01,Lidl,52.79,expense
2024-04-01,Trainline,57.63,expense
2024-04-01,Water Bill,34.48,expense
2024-04-02,Costa Coffee,6.80,expense
2024-04-02,BT Broadband,38.84,expense
2024-04-02,BT Broadband,39.57,expense
2024-04-02,Cashback,5.94,income
2024-04-02,Gas & Electric,106.06,expense
2024-04-02,Pret A Manger,11.21,expense
2024-04-02,Dividend Payment,67.92,income
2024-04-02,Deliveroo,28.66,expense
2024-04-02,Pub / Bar,24.73,expense
2024-04-02,Trainline,34.71,expense
2024-04-02,John Lewis,275.42,expense
2024-04-02,M&S Food,28.92,expense
2024-04-02,Argos,38.42,expense
2024-04-02,Apple iCloud,2.99,expense
2024-04-02,Pret A Manger,8.42,expense
2024-04-02,McDonalds,12.93,expense
2024-04-02,Greggs,6.78,expense
2024-04-02,Pub / Bar,13.76,expense
2024-04-02,Costa Coffee,5.43,expense
2024-04-03,Uber Eats,15.07,expense
